2L	1140521	1141320	76
2L	267551	269750	138
2L	271551	274150	194
2L	289951	293350	388
2L	304951	306150	117
2L	309151	311950	338
2L	314151	320350	859
2L	1426680	1428079	132
2L	1429680	1430479	102
2L	1431280	1431679	53
2L	1447080	1448679	426
2L	1462880	1463679	74
2L	1506480	1509079	278
2L	1591080	1592479	105
2L	1598880	1602479	540
2L	1741080	1743479	256
2L	1997680	1999479	137
2L	2198280	2199479	109
2L	2204080	2204679	72
2L	2205480	2205879	62
2L	2210280	2211679	116
2L	2403680	2404279	63
2L	2519080	2519879	68
2L	2573480	2574679	178
2L	2606880	2608879	221
2L	2665680	2667479	177
2L	2886680	2887879	139
2L	2939480	2939879	57
2L	2945080	2945879	100
2L	3048480	3056279	669
2L	3063880	3068279	447
2L	3069080	3080279	1411
2L	3097280	3099679	264
2L	3100480	3103679	352
2L	3140880	3141479	76
2L	3154680	3155079	52
2L	3209280	3212079	240
2L	3224680	3225679	107
2L	3240280	3240879	62
2L	3266680	3267679	90
2L	3309280	3311479	296
2L	3325280	3326279	97
2L	3327880	3331479	356
2L	3340680	3344279	325
2L	3499680	3501879	206
2L	3587080	3590079	273
2L	3610680	3620879	925
2L	3622880	3628879	616
2L	3630080	3634679	775
2L	3746080	3749679	479
2L	3754480	3757279	299
2L	3767680	3768279	64
2L	3783080	3783879	113
2L	3987280	3990879	277
2L	4039280	4040279	131
2L	4057080	4059679	275
2L	4066280	4067679	128
2L	4100680	4102279	198
2L	4187286	4191085	344
2L	4192286	4192885	126
2L	4197086	4197885	95
2L	4198686	4202285	304
2L	4207286	4209885	246
2L	4210686	4212885	276
2L	4213686	4215085	178
2L	4222086	4224685	331
2L	4228686	4229285	79
2L	4236686	4237485	117
2L	4336686	4337485	115
2L	4618307	4619106	118
2L	4887507	4889306	314
2L	4969707	4993106	3525
2L	5064907	5066706	241
2L	5067707	5070906	269
2L	5138507	5140106	197
2L	5219307	5220506	133
2L	5321707	5323306	136
2L	5326707	5327906	108
2L	5386907	5391106	495
2L	5416307	5417906	182
2L	5421707	5423506	189
2L	5426307	5427306	116
2L	5429507	5431106	227
2L	5482307	5487706	855
2L	5488707	5489906	140
2L	5490707	5491906	179
2L	5492707	5493306	78
2L	5494707	5497906	388
2L	6164074	6167873	290
2L	6173674	6175073	196
2L	6194074	6194673	65
2L	6203274	6206873	316
2L	6215474	6216873	96
2L	6293274	6294473	128
2L	6382674	6386473	297
2L	6396274	6399673	362
2L	6403074	6406673	313
2L	6445274	6447673	346
2L	6479474	6481273	118
2L	6573674	6574273	66
2L	6664874	6666073	147
2L	6716674	6717473	102
2L	6727474	6731873	387
2L	6741474	6742073	87
2L	6824674	6827873	472
2L	6833674	6834473	109
2L	6957874	6959073	291
2L	7086274	7087473	132
2L	7090274	7091073	99
2L	7095874	7099673	330
2L	7177674	7179273	149
2L	7182474	7183473	105
2L	7187274	7190073	304
2L	7240674	7241473	81
2L	7249274	7250073	81
2L	7264874	7265673	86
2L	7433074	7433873	92
2L	7489874	7491273	126
2L	7588474	7590673	184
2L	7757674	7758473	82
2L	7787274	7789473	251
2L	7879303	7882702	347
2L	7899103	7900702	169
