2L	1177960	1179576	83
2L	1183697	1184465	62
2L	1201830	1204495	196
2L	1229204	1231489	85
2L	1235549	1236956	126
2L	1238429	1240589	100
2L	338886	340485	295
2L	1803273	1804947	482
2L	1818865	1819811	305
2L	1914735	1916525	977
2L	2019765	2020486	488
2L	2283732	2284686	173
2L	2466571	2469780	690
2L	2473511	2475086	79
2L	2477318	2478647	81
2L	2752321	2754732	94
2L	2790832	2793073	472
2L	2986166	2987596	558
2L	2991254	2993472	284
2L	3442209	3445126	153
2L	3448319	3449653	52
2L	3454598	3456947	115
2L	3459764	3477284	3100
2L	3479765	3481469	149
2L	3507651	3511892	665
2L	3524841	3526683	449
2L	3539852	3543762	2189
2L	3550351	3558152	1318
2L	3560610	3563124	457
2L	3571230	3576706	328
2L	3653510	3657423	616
2L	3658620	3659655	63
2L	3666494	3669807	1003
2L	3796865	3797855	281
2L	3799010	3803462	1698
2L	3889630	3895689	813
2L	3901053	3907018	515
2L	3907624	3911232	141
2L	3911387	3919703	2613
2L	3921280	3924275	475
2L	3927175	3929063	57
2L	3930921	3938967	2908
2L	3939043	3949106	922
2L	3949494	3952280	1463
2L	3963093	3965151	483
2L	3968819	3972116	306
2L	4044972	4047559	396
2L	4049357	4050535	348
2L	4083356	4084809	415
2L	4088153	4090069	205
2L	4146363	4158754	1427
2L	4167190	4168859	75
2L	4255905	4261967	1749
2L	4274401	4277681	384
2L	4282433	4285274	660
2L	4302200	4304006	2291
2L	4310722	4311167	61
2L	4313693	4322847	704
2L	4329763	4332419	1580
2L	4409449	4413971	1117
2L	4416136	4417167	84
2L	4419906	4425222	724
2L	4426310	4428952	727
2L	4434147	4436730	327
2L	4461361	4463010	64
2L	4485694	4492568	1137
2L	4492913	4493651	97
2L	4494631	4495444	72
2L	4499892	4501398	1010
2L	4749630	4751979	148
2L	4845093	4847967	59
2L	4894196	4899423	777
2L	4900757	4902782	51
2L	4922384	4928563	1799
2L	4943586	4944818	52
2L	4951644	4955676	488
2L	4961275	4963858	176
2L	5004237	5008277	1264
2L	5038156	5041497	1797
2L	5049397	5050896	185
2L	5071206	5072237	116
2L	5072398	5075851	220
2L	5078438	5080716	74
2L	5088132	5090672	174
2L	5156515	5157565	84
2L	5157761	5158783	226
2L	5241013	5243470	209
2L	5248622	5252034	1198
2L	5256151	5259334	2319
2L	5444578	5446742	172
2L	5470445	5473190	454
2L	5501611	5505756	1013
2L	5517452	5520295	728
2L	5530549	5531682	54
2L	5532384	5534302	1581
2L	5535486	5537166	170
2L	5541813	5548622	832
2L	5551414	5554621	342
2L	5560849	5562406	392
2L	5579805	5582180	63
2L	6260995	6262545	61
2L	6277720	6279377	392
2L	6415773	6423949	191
2L	6426106	6426996	101
2L	6427000	6430054	626
2L	6436898	6438018	59
2L	6459209	6460329	193
2L	6651897	6653532	212
2L	6655044	6656515	50
2L	6659023	6660876	106
2L	6687336	6691345	956
2L	6747132	6748319	54
2L	6749128	6752166	581
2L	6755413	6758863	1669
2L	6769371	6770398	88
2L	6804031	6807014	253
2L	6807061	6810792	67
2L	6837105	6839877	208
2L	6845182	6846393	190
2L	6847318	6850234	1097
2L	6850264	6853989	377
2L	6866025	6867862	143
2L	6869130	6875948	1871
2L	6880965	6895526	476
2L	6895634	6897825	83
2L	6898252	6904910	986
2L	7078111	7081773	643
2L	7202366	7203540	51
2L	7474978	7476588	101
2L	7867043	7868146	68
2L	7959857	7963071	505
2L	8251373	8255408	726
2L	8256260	8257888	294
2L	8462269	8463530	82
2L	8465593	8468787	177
2L	8468922	8473415	1143
2L	8498466	8499957	60
2L	8503191	8505719	172
2L	8781088	8784026	109
2L	8985818	8987329	71
2L	8995274	8995989	73
2L	9022364	9024975	1036
2L	9032898	9034590	101
2L	9075469	9076489	186
2L	9152499	9152972	94
2L	9156520	9157399	343
2L	9821153	9823029	56
2L	9823061	9825176	96
2L	9840136	9842674	370
2L	9844245	9846080	245
2L	9926648	9929508	570
2L	9930044	9931259	222
2L	9932717	9933734	208
2L	9971229	9972815	121
2L	10009755	10013049	1736
2L	10013295	10014489	143
2L	10065674	10066718	148
2L	10074088	10075228	110
2L	10145603	10150967	969
2L	10392194	10392945	128
2L	10396104	10397685	338
2L	10414185	10416456	73
2L	10417058	10418822	103
2L	10421287	10424798	1041
2L	10442005	10443024	303
2L	10446538	10447666	53
2L	10729633	10734271	1551
2L	10883867	10885725	812
2L	10885750	10889734	1417
2L	10897482	10899434	69
2L	10998453	11000670	415
2L	11000980	11002978	1144
2L	11004313	11005022	163
2L	11005077	11006978	661
2L	11049747	11051773	83
2L	11067602	11068764	95
2L	11069296	11073778	178
2L	11101844	11107302	451
2L	11107345	11109699	68
2L	11114526	11117181	614
2L	11157558	11163971	1616
2L	11171871	11174674	128
2L	11174818	11182967	2494
2L	11188713	11192084	725
2L	11357192	11358631	708
2L	11439242	11448976	2144
2L	11453186	11455084	929
2L	11455587	11457630	147
2L	11472637	11475409	172
2L	11478670	11479703	58
2L	11484508	11486400	267
2L	11491731	11495113	1250
2L	11495213	11496431	64
2L	11496863	11498563	424
2L	11503914	11507541	106
2L	11508101	11511189	543
2L	11514715	11516101	69
2L	11516128	11517503	157
2L	11538926	11542802	1050
2L	11575652	11578603	237
2L	11591470	11595947	3100
2L	11596018	11597798	1704
2L	11733254	11738316	815
2L	11738849	11744335	935
2L	11746683	11748355	77
2L	11748377	11750034	60
2L	11756091	11758562	158
2L	11759476	11762355	1028
2L	11770577	11775313	736
2L	11812657	11817298	420
2L	11823099	11824744	359
2L	11827214	11828762	839
2L	11838743	11842656	230
2L	11849502	11852627	288
2L	11854102	11855986	70
2L	11875285	11876865	66
2L	11877763	11879460	57
2L	11879955	11883587	85
2L	12015545	12017157	127
2L	12025806	12029157	2555
2L	12029658	12031633	321
2L	12033813	12035197	54
2L	12035683	12041518	3049
2L	12049040	12053526	1033
2L	12121469	12125058	215
2L	12126275	12129557	341
2L	12142628	12144658	74
2L	12147616	12150481	443
2L	12359091	12360608	110
2L	12514523	12517203	210
2L	12544548	12545307	87
2L	12547713	12548981	85
2L	12576442	12579873	712
2L	12580462	12581329	73
2L	12615708	12617029	50
2L	12618745	12620661	204
2L	12622695	12625312	372
2L	12670893	12671893	55
2L	12884132	12885817	153
2L	12923057	12924262	167
2L	13100635	13101787	50
2L	13101999	13103898	94
2L	13125143	13127701	91
2L	13127853	13128911	53
2L	13188861	13191371	66
2L	13215420	13217004	146
2L	13218794	13220421	69
2L	13358592	13360064	140
2L	13380454	13382750	411
2L	13383804	13385435	53
2L	13416679	13418233	271
2L	13426945	13428663	195
2L	13429115	13430569	111
2L	13433180	13434549	92
2L	13435704	13443641	1289
2L	13445007	13446790	373
2L	13447528	13452459	2286
2L	13594338	13598929	952
2L	13652065	13653067	128
2L	13775949	13777141	89
2L	13779230	13781058	67
2L	13888404	13889573	71
2L	13900044	13902672	261
2L	13920837	13921652	50
2L	13935993	13936931	376
2L	13937036	13939269	422
2L	13942065	13942881	144
2L	13949469	13950681	141
2L	13951657	13952792	501
2L	13953030	13958872	3100
2L	13959381	13964102	1604
2L	13965506	13967829	167
2L	14080686	14081814	57
2L	14082171	14083523	50
2L	14098419	14101735	322
2L	14116329	14119077	2310
2L	14119267	14123668	1033
2L	14143877	14145489	135
2L	14146095	14148293	134
2L	14237577	14243214	3001
2L	14303038	14307322	975
2L	14337076	14338316	62
2L	14370491	14371694	221
2L	14434331	14437926	926
2L	14588276	14589749	123
2L	14606725	14610043	95
2L	14618742	14621618	1227
2L	14764339	14770379	298
2L	14777104	14779141	777
2L	14779574	14782157	320
2L	14782187	14789989	1508
2L	14792184	14794096	83
2L	14797946	14798950	87
2L	14810488	14811264	54
2L	14840256	14843061	671
2L	14844678	14849524	1428
2L	14852264	14854877	297
2L	14903682	14904677	106
2L	14919573	14922595	747
2L	14927559	14932611	478
2L	14961768	14963391	209
2L	14969136	14970065	181
2L	15023481	15026409	2161
2L	15030265	15031947	229
2L	15050429	15055960	1594
2L	15082497	15091398	2056
2L	15132363	15133369	120
2L	15152765	15156484	516
2L	15266571	15270059	983
2L	15297369	15298437	51
2L	15312201	15313375	78
2L	15320437	15322084	510
2L	15325489	15326906	176
2L	15481620	15484024	171
2L	15497706	15499396	273
2L	15501240	15503689	190
2L	15506018	15507489	132
2L	15525787	15527184	73
2L	15590700	15591928	53
2L	15661059	15664354	843
2L	15823338	15825974	420
2L	15826119	15827418	93
2L	15916503	15918206	181
2L	15934124	15936314	117
2L	15937877	15940143	162
2L	16004840	16007427	508
2L	16041708	16042962	54
2L	16044545	16046943	264
2L	16132600	16140261	3100
2L	16142428	16145016	1159
2L	16167199	16169302	250
2L	16179009	16179938	89
2L	16188913	16192237	797
2L	16193236	16196159	537
2L	16196587	16198648	200
2L	16211877	16214497	252
2L	16293476	16295089	146
2L	16295417	16296327	63
2L	16298881	16301168	221
2L	16359948	16361467	80
2L	16377072	16382325	1548
2L	16383835	16384989	60
2L	16385935	16388788	694
2L	16393409	16395810	667
2L	16399643	16404374	1363
2L	16421565	16422372	68
2L	16468223	16470335	87
2L	16485482	16488802	466
2L	16488858	16500381	2004
2L	16520040	16521549	54
2L	16525042	16525770	143
2L	16587769	16590722	331
2L	16599695	16609329	692
2L	16609428	16613764	614
2L	16615050	16620660	543
2L	16624485	16626211	84
2L	16629266	16633568	1000
2L	16639684	16640758	156
2L	16640806	16643398	1223
2L	16796504	16798574	591
2L	16818625	16819989	107
2L	16847097	16848707	143
2L	17019091	17019772	71
2L	17025516	17026527	125
2L	17036866	17038202	73
2L	17174418	17176548	957
2L	17177002	17179457	273
2L	17446590	17451178	1140
2L	17455731	17459743	1522
2L	17473080	17481473	3100
2L	17500754	17502202	141
2L	17503570	17505620	403
2L	17577463	17580733	888
2L	17629914	17632354	375
2L	17632789	17634149	51
2L	17644901	17647709	166
2L	17673324	17676374	73
2L	17745403	17748945	1096
2L	17803796	17809161	1567
2L	17809691	17810733	83
2L	17816643	17820174	655
2L	17821864	17825712	553
2L	17904988	17906046	85
2L	17928811	17930100	57
2L	17943098	17944941	80
2L	17946362	17950175	1280
2L	17950762	17953910	115
2L	18070010	18071747	245
2L	18085765	18088447	2135
2L	18090807	18091866	249
2L	18093546	18095410	102
2L	18168442	18170019	253
2L	18186256	18187780	86
2L	18215221	18215930	62
2L	18216920	18219263	193
2L	18227230	18234152	1571
2L	18241453	18242245	102
2L	18242734	18244332	217
2L	18274947	18277426	100
2L	18515465	18517328	768
2L	18518847	18521483	387
2L	18530358	18532349	901
2L	18546887	18547750	51
2L	18586156	18590433	714
2L	18638344	18642632	1529
2L	18642954	18644948	499
2L	18645904	18648132	74
2L	18648732	18649473	57
2L	18650915	18652091	155
2L	18749561	18750774	186
2L	19013710	19014579	93
2L	19016835	19019383	413
2L	19043711	19045747	357
2L	19087567	19088890	114
2L	19089685	19091715	906
2L	19101459	19103438	174
2L	19103547	19104699	220
2L	19110848	19112608	258
2L	19116526	19117342	51
2L	19118747	19120222	194
2L	19120350	19122464	248
2L	19132639	19135366	474
2L	19136400	19138147	124
2L	19145033	19147432	248
2L	19157033	19159249	418
2L	19170520	19173306	1406
2L	19199293	19203746	1773
2L	19223247	19226357	1485
2L	19303216	19304711	302
2L	19332145	19333757	843
2L	19374793	19376690	260
2L	19426344	19428843	414
2L	19439040	19440004	77
2L	19440968	19442265	210
2L	19452912	19455607	335
2L	19455732	19457161	220
2L	19457645	19459573	51
2L	19483608	19484902	179
2L	19489083	19492403	131
2L	19504632	19506203	375
2L	19515467	19520116	1595
2L	19521106	19524202	602
2L	19525620	19529108	746
2L	19529988	19530787	305
2L	19531553	19532457	354
2L	19691144	19692733	254
2L	19692862	19693875	131
2L	19696811	19699058	554
2L	19750701	19753899	1984
2L	19860046	19860803	62
2L	19895151	19896591	117
2L	19896596	19897955	179
2L	19952268	19953520	118
2L	20168635	20170708	151
2L	20171787	20173212	52
2L	20175592	20177537	118
2L	20361726	20362732	60
2L	20424723	20426362	567
2L	20427054	20433360	1071
2L	20433363	20434381	122
2L	20435289	20436559	110
2L	20436570	20439186	243
2L	20439204	20454883	2328
2L	20469246	20471840	904
2L	20472453	20474772	170
2L	20474794	20481158	2039
2L	20713602	20715625	2407
2L	20715934	20717018	57
2L	20717152	20718978	1030
2L	20719575	20726198	2251
2L	20728056	20733728	606
2L	20733977	20736594	427
2L	20736964	20739259	310
2L	20739363	20742405	400
2L	20742587	20748361	1855
2L	20786525	20788323	380
2L	20789277	20791657	90
2L	20820055	20822466	311
2L	20822625	20824003	280
2L	20825732	20829597	289
2L	20831004	20832906	68
2L	20835516	20837584	632
2L	20992042	20994414	944
2L	21087312	21088825	81
2L	21099496	21100690	105
2L	21176839	21178721	819
2L	21181244	21182181	80
2L	21283408	21289175	505
2L	21289632	21293495	231
2L	21302879	21308013	341
2L	21377718	21379329	200
2L	21401771	21403244	203
2L	21497698	21500952	299
2L	21501054	21502875	635
2L	21513273	21517478	648
2L	21547265	21548482	301
2L	21554041	21556926	533
2L	21559482	21561034	240
2L	21567248	21568424	67
2L	21568554	21571560	519
2L	21636278	21639736	390
2L	21697758	21701197	75
2L	21709052	21715140	1753
2L	21715787	21718874	1034
2L	41638725	41639668	55
2L	42024904	42025731	72
2L	42026013	42028577	377
2L	42028899	42029891	115
2L	42129286	42131429	151
2L	42137522	42139844	289
2L	42141408	42143128	84
2L	42283792	42285807	861
2L	42288468	42289520	99
2L	42302704	42304444	83
2L	42364968	42365794	72
2L	42374282	42377204	413
2L	42381890	42384089	261
2L	41236484	41237360	50
2L	41379416	41380619	172
2L	41395654	41397187	135
2L	40970154	40972923	438
2L	40990284	40992307	333
2L	40823767	40828112	812
2L	40867948	40869884	65
2L	40880485	40884794	1129
2L	40893249	40894732	144
2L	40895095	40897846	655
2L	40898306	40900128	547
2L	40900212	40901863	312
2L	40901889	40903836	168
2L	40125442	40130147	309
2L	40153675	40158440	639
2L	40581941	40582942	70
2L	40583757	40587811	2158
2L	40593642	40594745	84
2L	40598103	40600848	549
2L	40605843	40608518	270
2L	40614689	40615681	134
2L	40020911	40025245	1773
2L	39770377	39771939	261
2L	39772784	39774135	512
2L	39774260	39775295	78
2L	39775312	39780203	1199
2L	39859137	39867657	2142
2L	39868270	39870094	177
2L	39873057	39874081	132
2L	39874534	39875311	81
2L	39876334	39877114	70
2L	39878622	39879746	354
2L	39879762	39882995	1057
2L	39883080	39886705	1338
2L	39887612	39889751	334
2L	39890103	39892109	258
2L	39544811	39547027	296
2L	39547853	39553079	2849
2L	39553332	39554944	124
2L	39447779	39448567	78
2L	39476876	39483234	2314
2L	39484071	39486120	271
2L	39486375	39487893	86
2L	39034433	39036375	343
2L	39088469	39089656	63
2L	39151238	39158088	844
2L	39165375	39167470	532
2L	39202211	39204838	906
2L	39223032	39225047	111
2L	39225639	39228245	214
2L	39248890	39249959	175
2L	39252707	39262094	525
2L	39262932	39264651	112
2L	39265755	39266663	69
2L	39270787	39275085	1552
2L	39275200	39278424	177
2L	39303016	39306074	458
2L	39310246	39314479	511
2L	39314491	39317032	79
2L	39339364	39340937	185
2L	38886949	38890364	425
2L	38892280	38897483	374
2L	38028593	38030293	451
2L	38053684	38058278	3100
2L	38294329	38298572	710
2L	38298614	38304042	1584
2L	38304064	38304997	67
2L	38305460	38307687	566
2L	38308136	38310643	507
